label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.8132238984107971,0.6330041885375977,0.7209954857826233,0.5840110182762146,0.6487441658973694,0.49352678656578064,0.6069168448448181,0.40773192048072815,0.57493656873703,0.3412264883518219,0.7321144342422485,0.32650449872016907,0.6983783841133118,0.20175977051258087,0.6812143325805664,0.1269747018814087,0.6671866178512573,0.06366419792175293,0.7960696220397949,0.3140254020690918,0.7942871451377869,0.1673218309879303,0.7938772439956665,0.0783325731754303,0.7922263741493225,0.004179583862423897,0.8516201376914978,0.3326420783996582,0.860701858997345,0.1999376267194748,0.8633562326431274,0.1197054386138916,0.8599147796630859,0.05284387618303299,0.9021961092948914,0.37533843517303467,0.931369423866272,0.2844707667827606,0.9449399709701538,0.22753697633743286,0.9487163424491882,0.17653876543045044
0,0.8098052740097046,0.6887759566307068,0.7210485935211182,0.6373636722564697,0.6513926386833191,0.5509240627288818,0.6100189089775085,0.4681021273136139,0.5795384645462036,0.40587344765663147,0.7344353795051575,0.38299882411956787,0.6993430852890015,0.2683982849121094,0.6826594471931458,0.19679255783557892,0.6708548665046692,0.13577936589717865,0.7957860231399536,0.3693166971206665,0.7922024726867676,0.22874122858047485,0.7894699573516846,0.142917662858963,0.7864329814910889,0.06947273761034012,0.8496366143226624,0.3866364061832428,0.8621662259101868,0.26118203997612,0.8669815063476562,0.1827273964881897,0.8668450713157654,0.1151682659983635,0.8980333805084229,0.42763641476631165,0.9265772700309753,0.3393801748752594,0.9413676857948303,0.2832435071468353,0.9488142132759094,0.23199157416820526
0,0.8282794952392578,0.8205056190490723,0.7450972199440002,0.7759764194488525,0.6839196085929871,0.6930252909660339,0.6505945920944214,0.6144229173660278,0.6214144825935364,0.5560980439186096,0.7652488946914673,0.5347145199775696,0.7377556562423706,0.41790348291397095,0.7253004312515259,0.3455086946487427,0.7175172567367554,0.2823696732521057,0.8252274990081787,0.5228366255760193,0.826691210269928,0.38279789686203003,0.8276945352554321,0.2962760031223297,0.8303433060646057,0.22118055820465088,0.8777039051055908,0.5423191785812378,0.8950079679489136,0.41511377692222595,0.904175877571106,0.33264780044555664,0.9093284606933594,0.2599394619464874,0.9250978231430054,0.5855081081390381,0.9574904441833496,0.49431827664375305,0.9751256704330444,0.43516990542411804,0.9869123101234436,0.3794146776199341
0,0.8151820302009583,0.8406619429588318,0.7349849939346313,0.7994293570518494,0.6741595268249512,0.7185514569282532,0.6388808488845825,0.6430048942565918,0.6108068823814392,0.5845015645027161,0.7490385174751282,0.5639708638191223,0.7203967571258545,0.4516935646533966,0.7070217728614807,0.3817642331123352,0.6983242034912109,0.3204301595687866,0.8076065182685852,0.5501524806022644,0.8083128333091736,0.41387587785720825,0.8096352219581604,0.33024510741233826,0.8125813007354736,0.25739431381225586,0.8596435785293579,0.5675164461135864,0.8755191564559937,0.44355660676956177,0.8838399648666382,0.36327266693115234,0.8889580965042114,0.2924862802028656,0.9068231582641602,0.608069896697998,0.9395606517791748,0.5224233269691467,0.9580674171447754,0.46650534868240356,0.9713461995124817,0.4125799238681793
0,0.8019166588783264,0.8833978176116943,0.7185272574424744,0.8444142937660217,0.6565191745758057,0.7683252692222595,0.6184511780738831,0.6945514678955078,0.5867224335670471,0.6350010633468628,0.7320510745048523,0.6101379990577698,0.701928973197937,0.49746447801589966,0.6869450211524963,0.4271416664123535,0.6756497025489807,0.3671693801879883,0.7910261154174805,0.5946430563926697,0.7916429042816162,0.45628076791763306,0.7913931012153625,0.3736821115016937,0.792605996131897,0.3009085953235626,0.843478798866272,0.6104655265808105,0.859057605266571,0.4823879599571228,0.8655223846435547,0.4028726816177368,0.8694102168083191,0.332234650850296,0.891478955745697,0.6506975889205933,0.9239442944526672,0.5628132224082947,0.9422317147254944,0.5057934522628784,0.955375611782074,0.4494846761226654
0,0.830759584903717,0.9460118412971497,0.7511804103851318,0.9104248881340027,0.6911545395851135,0.8347265720367432,0.6551284193992615,0.7641354203224182,0.6248610615730286,0.7063168883323669,0.7729202508926392,0.6783044934272766,0.7451788783073425,0.5672577023506165,0.7313432693481445,0.4982815682888031,0.721305787563324,0.43673136830329895,0.8316630125045776,0.6659999489784241,0.8348050713539124,0.529620885848999,0.8364025354385376,0.4457330107688904,0.8386273384094238,0.3701670169830322,0.883255124092102,0.6845792531967163,0.9023628234863281,0.5583246350288391,0.9124338626861572,0.47790926694869995,0.9178652167320251,0.40650779008865356,0.9303725957870483,0.7274132370948792,0.9636161923408508,0.639013409614563,0.980745255947113,0.5824465751647949,0.9906678795814514,0.5293805003166199
0,0.8547918200492859,0.9798021912574768,0.7793211936950684,0.9537630081176758,0.7199388742446899,0.8820308446884155,0.6847457885742188,0.8154661655426025,0.6608397364616394,0.759803056716919,0.8019125461578369,0.7225888967514038,0.7771074175834656,0.6118720769882202,0.7657002806663513,0.544014573097229,0.7559220194816589,0.48471254110336304,0.861090898513794,0.7113393545150757,0.8677124977111816,0.5768149495124817,0.8719688653945923,0.49281829595565796,0.8757678270339966,0.41959962248802185,0.9123536348342896,0.7340328693389893,0.9342774152755737,0.6117491126060486,0.9468081593513489,0.5319920182228088,0.9531237483024597,0.4623335301876068,0.9579448103904724,0.7818530797958374,0.9888520836830139,0.701080322265625,1.002582311630249,0.6511121392250061,1.0071754455566406,0.6053107380867004
0,0.8623485565185547,0.98946213722229,0.7867933511734009,0.9621685743331909,0.7293038368225098,0.8902772665023804,0.6938773989677429,0.8271195292472839,0.6682033538818359,0.7747506499290466,0.8121417760848999,0.735544741153717,0.7865149974822998,0.6251949667930603,0.7755734324455261,0.5574052333831787,0.7665649056434631,0.49765101075172424,0.8696277737617493,0.724258303642273,0.8772329688072205,0.5869684219360352,0.8833964467048645,0.5008500814437866,0.8880192041397095,0.42807063460350037,0.9202390909194946,0.7455772161483765,0.9438177943229675,0.6224848628044128,0.9574346542358398,0.5410480499267578,0.9622669219970703,0.4717308282852173,0.965356707572937,0.7919318675994873,0.9961918592453003,0.7143068909645081,1.0065354108810425,0.6722128391265869,1.0061899423599243,0.6399883031845093
0,0.850245475769043,0.9769755005836487,0.772883415222168,0.949744462966919,0.7132341265678406,0.8780473470687866,0.6778025031089783,0.8150497078895569,0.6547774076461792,0.7577247023582458,0.7972908616065979,0.7236630320549011,0.7713489532470703,0.616256058216095,0.7587629556655884,0.5492246150970459,0.7478469610214233,0.490273654460907,0.8540526032447815,0.7108671069145203,0.8582290410995483,0.5773872137069702,0.8625402450561523,0.49392449855804443,0.8671032190322876,0.4209064841270447,0.9045228362083435,0.7325782179832458,0.9247177839279175,0.6106096506118774,0.9367387294769287,0.5314621329307556,0.942145049571991,0.4619133472442627,0.9505208730697632,0.7797063589096069,0.9799445271492004,0.6981667280197144,0.9926171898841858,0.6510273218154907,0.9960516095161438,0.6100656986236572
0,0.7889927625656128,0.992362916469574,0.7106079459190369,0.9661495089530945,0.6489854454994202,0.8985429406166077,0.6094169616699219,0.8322091698646545,0.5784808397293091,0.777107834815979,0.727408766746521,0.7388587594032288,0.6936970353126526,0.6315010786056519,0.6758962869644165,0.5642818212509155,0.6620331406593323,0.5043072700500488,0.7856566309928894,0.7206200957298279,0.7846132516860962,0.5891602039337158,0.7835081815719604,0.5045415759086609,0.7846851348876953,0.43110308051109314,0.8386671543121338,0.7354610562324524,0.8547931909561157,0.6145846843719482,0.8618942499160767,0.5337976217269897,0.8657642006874084,0.4636709988117218,0.8873838186264038,0.7750205993652344,0.9233800172805786,0.6890721321105957,0.9455280303955078,0.6314181685447693,0.9622989296913147,0.5751278400421143
0,0.7430092692375183,1.0028777122497559,0.6698791980743408,0.9746893048286438,0.6071917414665222,0.9068765640258789,0.5635429620742798,0.843006432056427,0.5275588631629944,0.7926986813545227,0.6805182695388794,0.7483271956443787,0.6442476511001587,0.6445814371109009,0.6222280859947205,0.5788940191268921,0.6028966903686523,0.5191518068313599,0.738029956817627,0.7307261824607849,0.7343406677246094,0.6011611819267273,0.7313676476478577,0.5160015225410461,0.7303206324577332,0.4413776993751526,0.7911936044692993,0.7473907470703125,0.8038206696510315,0.6282130479812622,0.8112034201622009,0.5458559989929199,0.8148753046989441,0.47335341572761536,0.8406790494918823,0.7896292805671692,0.8753166794776917,0.7066508531570435,0.8958893418312073,0.6517177224159241,0.9108303785324097,0.5974140167236328
0,0.6838082075119019,0.9942946434020996,0.6021949052810669,0.9680267572402954,0.5335844159126282,0.8955765962600708,0.4838191866874695,0.8275487422943115,0.4386386573314667,0.7742896676063538,0.6007758378982544,0.7354402542114258,0.5606256127357483,0.6281848549842834,0.5347394943237305,0.5614917874336243,0.5122751593589783,0.5033249855041504,0.6596434712409973,0.7158288359642029,0.6517187356948853,0.5795934796333313,0.6442909836769104,0.49544310569763184,0.6399122476577759,0.4211632311344147,0.7142109274864197,0.7307573556900024,0.7232249975204468,0.6057851910591125,0.7274659872055054,0.5229749083518982,0.7300350666046143,0.4483030438423157,0.7660104036331177,0.7719438672065735,0.8026321530342102,0.6879525184631348,0.826895534992218,0.6348819732666016,0.8482829928398132,0.5821531414985657
